,期号,日期,号码,百,十,个,和值,和值（同比）跨度,年份,和尾,百大小,十大小,个大小,和尾大小,百奇偶,十奇偶,个奇偶,百余数,十余数,个余数,百ZH,十ZH,个ZH,和尾ZH,跨度
3101,13194,2013/7/20,508,5,0,8,13,6,2013,3,大,小,大,小,奇,偶,偶,2,0,2,质,他,合,质,8
3102,13195,2013/7/21,500,5,0,0,5,8,2013,5,大,小,小,大,奇,偶,偶,2,0,0,质,他,他,质,5
3103,13196,2013/7/22,666,6,6,6,18,13,2013,8,大,大,大,大,偶,偶,偶,0,0,0,合,合,合,合,0
3104,13197,2013/7/23,280,2,8,0,10,8,2013,0,小,大,小,小,偶,偶,偶,2,2,0,质,合,他,他,8
3105,13198,2013/7/24,553,5,5,3,13,3,2013,3,大,大,小,小,奇,奇,奇,2,2,0,质,质,质,质,2
3106,13199,2013/7/25,661,6,6,1,13,0,2013,3,大,大,小,小,偶,偶,奇,0,0,1,合,合,他,质,5
3107,13200,2013/7/26,468,4,6,8,18,5,2013,8,小,大,大,大,偶,偶,偶,1,0,2,合,合,合,合,4
3108,13201,2013/7/27,228,2,2,8,12,6,2013,2,小,小,大,小,偶,偶,偶,2,2,2,质,质,合,质,6
3109,13202,2013/7/28,137,1,3,7,11,1,2013,1,小,小,大,小,奇,奇,奇,1,0,1,他,质,质,他,6
3110,13203,2013/7/29,31,0,3,1,4,7,2013,4,小,小,小,小,偶,奇,奇,0,0,1,他,质,他,合,2
3111,13204,2013/7/30,499,4,9,9,22,18,2013,2,小,大,大,小,偶,奇,奇,1,0,0,合,合,合,质,5
3112,13205,2013/7/31,843,8,4,3,15,7,2013,5,大,小,小,大,偶,偶,奇,2,1,0,合,合,质,质,5
3113,13206,2013/8/1,173,1,7,3,11,4,2013,1,小,大,小,小,奇,奇,奇,1,1,0,他,质,质,他,6
3114,13207,2013/8/2,959,9,5,9,23,12,2013,3,大,大,大,小,奇,奇,奇,0,2,0,合,质,合,质,4
3115,13208,2013/8/3,421,4,2,1,7,16,2013,7,小,小,小,大,偶,偶,奇,1,2,1,合,质,他,质,3
3116,13209,2013/8/4,562,5,6,2,13,6,2013,3,大,大,小,小,奇,偶,偶,2,0,2,质,合,质,质,4
3117,13210,2013/8/5,539,5,3,9,17,4,2013,7,大,小,大,大,奇,奇,奇,2,0,0,质,质,合,质,6
3118,13211,2013/8/6,734,7,3,4,14,3,2013,4,大,小,小,小,奇,奇,偶,1,0,1,质,质,合,合,4
3119,13212,2013/8/7,143,1,4,3,8,6,2013,8,小,小,小,大,奇,偶,奇,1,1,0,他,合,质,合,3
3120,13213,2013/8/8,338,3,3,8,14,6,2013,4,小,小,大,小,奇,奇,偶,0,0,2,质,质,合,合,5
3121,13214,2013/8/9,779,7,7,9,23,9,2013,3,大,大,大,小,奇,奇,奇,1,1,0,质,质,合,质,2
3122,13215,2013/8/10,541,5,4,1,10,13,2013,0,大,小,小,小,奇,偶,奇,2,1,1,质,合,他,他,4
3123,13216,2013/8/11,5,0,0,5,5,5,2013,5,小,小,大,大,偶,偶,奇,0,0,2,他,他,质,质,0
3124,13217,2013/8/12,898,8,9,8,25,20,2013,5,大,大,大,大,偶,奇,偶,2,0,2,合,合,合,质,1
3125,13218,2013/8/13,147,1,4,7,12,13,2013,2,小,小,大,小,奇,偶,奇,1,1,1,他,合,质,质,6
3126,13219,2013/8/14,527,5,2,7,14,2,2013,4,大,小,大,小,奇,偶,奇,2,2,1,质,质,质,合,5
3127,13220,2013/8/15,300,3,0,0,3,11,2013,3,小,小,小,小,奇,偶,偶,0,0,0,质,他,他,质,3
3128,13221,2013/8/16,609,6,0,9,15,12,2013,5,大,小,大,大,偶,偶,奇,0,0,0,合,他,合,质,9
3129,13222,2013/8/17,605,6,0,5,11,4,2013,1,大,小,大,小,偶,偶,奇,0,0,2,合,他,质,他,6
3130,13223,2013/8/18,571,5,7,1,13,2,2013,3,大,大,小,小,奇,奇,奇,2,1,1,质,质,他,质,6
3131,13224,2013/8/19,0,0,0,0,0,13,2013,0,小,小,小,小,偶,偶,偶,0,0,0,他,他,他,他,0
3132,13225,2013/8/20,952,9,5,2,16,16,2013,6,大,大,小,大,奇,奇,偶,0,2,2,合,质,质,合,7
3133,13226,2013/8/21,83,0,8,3,11,5,2013,1,小,大,小,小,偶,偶,奇,0,2,0,他,合,质,他,5
3134,13227,2013/8/22,559,5,5,9,19,8,2013,9,大,大,大,大,奇,奇,奇,2,2,0,质,质,合,合,4
3135,13228,2013/8/23,756,7,5,6,18,1,2013,8,大,大,大,大,奇,奇,偶,1,2,0,质,质,合,合,2
3136,13229,2013/8/24,290,2,9,0,11,7,2013,1,小,大,小,小,偶,奇,偶,2,0,0,质,合,他,他,9
3137,13230,2013/8/25,452,4,5,2,11,0,2013,1,小,大,小,小,偶,奇,偶,1,2,2,合,质,质,他,3
3138,13231,2013/8/26,59,0,5,9,14,3,2013,4,小,大,大,小,偶,奇,奇,0,2,0,他,质,合,合,4
3139,13232,2013/8/27,647,6,4,7,17,3,2013,7,大,小,大,大,偶,偶,奇,0,1,1,合,合,质,质,3
3140,13233,2013/8/28,422,4,2,2,8,9,2013,8,小,小,小,大,偶,偶,偶,1,2,2,合,质,质,合,2
3141,13234,2013/8/29,565,5,6,5,16,8,2013,6,大,大,大,大,奇,偶,奇,2,0,2,质,合,质,合,1
3142,13235,2013/8/30,909,9,0,9,18,2,2013,8,大,小,大,大,奇,偶,奇,0,0,0,合,他,合,合,9
3143,13236,2013/8/31,557,5,5,7,17,1,2013,7,大,大,大,大,奇,奇,奇,2,2,1,质,质,质,质,2
3144,13237,2013/9/1,682,6,8,2,16,1,2013,6,大,大,小,大,偶,偶,偶,0,2,2,合,合,质,合,6
3145,13238,2013/9/2,695,6,9,5,20,4,2013,0,大,大,大,小,偶,奇,奇,0,0,2,合,合,质,他,4
3146,13239,2013/9/3,692,6,9,2,17,3,2013,7,大,大,小,大,偶,奇,偶,0,0,2,合,合,质,质,7
3147,13240,2013/9/4,751,7,5,1,13,4,2013,3,大,大,小,小,奇,奇,奇,1,2,1,质,质,他,质,6
3148,13241,2013/9/5,866,8,6,6,20,7,2013,0,大,大,大,小,偶,偶,偶,2,0,0,合,合,合,他,2
3149,13242,2013/9/6,511,5,1,1,7,13,2013,7,大,小,小,大,奇,奇,奇,2,1,1,质,他,他,质,4
3150,13243,2013/9/7,481,4,8,1,13,6,2013,3,小,大,小,小,偶,偶,奇,1,2,1,合,合,他,质,7
3151,13244,2013/9/8,642,6,4,2,12,1,2013,2,大,小,小,小,偶,偶,偶,0,1,2,合,合,质,质,4
3152,13245,2013/9/9,304,3,0,4,7,5,2013,7,小,小,小,大,奇,偶,偶,0,0,1,质,他,合,质,4
3153,13246,2013/9/10,274,2,7,4,13,6,2013,3,小,大,小,小,偶,奇,偶,2,1,1,质,质,合,质,5
3154,13247,2013/9/11,673,6,7,3,16,3,2013,6,大,大,小,大,偶,奇,奇,0,1,0,合,质,质,合,4
3155,13248,2013/9/12,477,4,7,7,18,2,2013,8,小,大,大,大,偶,奇,奇,1,1,1,合,质,质,合,3
3156,13249,2013/9/13,690,6,9,0,15,3,2013,5,大,大,小,大,偶,奇,偶,0,0,0,合,合,他,质,9
3157,13250,2013/9/14,714,7,1,4,12,3,2013,2,大,小,小,小,奇,奇,偶,1,1,1,质,他,合,质,6
3158,13251,2013/9/15,659,6,5,9,20,8,2013,0,大,大,大,小,偶,奇,奇,0,2,0,合,质,合,他,4
3159,13252,2013/9/16,978,9,7,8,24,4,2013,4,大,大,大,小,奇,奇,偶,0,1,2,合,质,合,合,2
3160,13253,2013/9/17,687,6,8,7,21,3,2013,1,大,大,大,小,偶,偶,奇,0,2,1,合,合,质,他,2
3161,13254,2013/9/18,838,8,3,8,19,2,2013,9,大,小,大,大,偶,奇,偶,2,0,2,合,质,合,合,5
3162,13255,2013/9/19,15,0,1,5,6,13,2013,6,小,小,大,大,偶,奇,奇,0,1,2,他,他,质,合,4
3163,13256,2013/9/20,286,2,8,6,16,10,2013,6,小,大,大,大,偶,偶,偶,2,2,0,质,合,合,合,6
3164,13257,2013/9/21,627,6,2,7,15,1,2013,5,大,小,大,大,偶,偶,奇,0,2,1,合,质,质,质,5
3165,13258,2013/9/22,930,9,3,0,12,3,2013,2,大,小,小,小,奇,奇,偶,0,0,0,合,质,他,质,9
3166,13259,2013/9/23,44,0,4,4,8,4,2013,8,小,小,小,大,偶,偶,偶,0,1,1,他,合,合,合,0
3167,13260,2013/9/24,854,8,5,4,17,9,2013,7,大,大,小,大,偶,奇,偶,2,2,1,合,质,合,质,4
3168,13261,2013/9/25,563,5,6,3,14,3,2013,4,大,大,小,小,奇,偶,奇,2,0,0,质,合,质,合,3
3169,13262,2013/9/26,433,4,3,3,10,4,2013,0,小,小,小,小,偶,奇,奇,1,0,0,合,质,质,他,1
3170,13263,2013/9/27,521,5,2,1,8,2,2013,8,大,小,小,大,奇,偶,奇,2,2,1,质,质,他,合,4
3171,13264,2013/9/28,35,0,3,5,8,0,2013,8,小,小,大,大,偶,奇,奇,0,0,2,他,质,质,合,2
3172,13265,2013/9/29,821,8,2,1,11,3,2013,1,大,小,小,小,偶,偶,奇,2,2,1,合,质,他,他,7
3173,13266,2013/9/30,926,9,2,6,17,6,2013,7,大,小,大,大,奇,偶,偶,0,2,0,合,质,合,质,7
3174,13267,2013/10/1,915,9,1,5,15,2,2013,5,大,小,大,大,奇,奇,奇,0,1,2,合,他,质,质,8
3175,13268,2013/10/2,831,8,3,1,12,3,2013,2,大,小,小,小,偶,奇,奇,2,0,1,合,质,他,质,7
3176,13269,2013/10/3,305,3,0,5,8,4,2013,8,小,小,大,大,奇,偶,奇,0,0,2,质,他,质,合,5
3177,13270,2013/10/4,253,2,5,3,10,2,2013,0,小,大,小,小,偶,奇,奇,2,2,0,质,质,质,他,3
3178,13271,2013/10/5,791,7,9,1,17,7,2013,7,大,大,小,大,奇,奇,奇,1,0,1,质,合,他,质,8
3179,13272,2013/10/6,690,6,9,0,15,2,2013,5,大,大,小,大,偶,奇,偶,0,0,0,合,合,他,质,9
3180,13273,2013/10/7,418,4,1,8,13,2,2013,3,小,小,大,小,偶,奇,偶,1,1,2,合,他,合,质,7
3181,13274,2013/10/8,695,6,9,5,20,7,2013,0,大,大,大,小,偶,奇,奇,0,0,2,合,合,质,他,4
3182,13275,2013/10/9,165,1,6,5,12,8,2013,2,小,大,大,小,奇,偶,奇,1,0,2,他,合,质,质,5
3183,13276,2013/10/10,845,8,4,5,17,5,2013,7,大,小,大,大,偶,偶,奇,2,1,2,合,合,质,质,4
3184,13277,2013/10/11,453,4,5,3,12,5,2013,2,小,大,小,小,偶,奇,奇,1,2,0,合,质,质,质,2
3185,13278,2013/10/12,393,3,9,3,15,3,2013,5,小,大,小,大,奇,奇,奇,0,0,0,质,合,质,质,6
3186,13279,2013/10/13,900,9,0,0,9,6,2013,9,大,小,小,大,奇,偶,偶,0,0,0,合,他,他,合,9
3187,13280,2013/10/14,575,5,7,5,17,8,2013,7,大,大,大,大,奇,奇,奇,2,1,2,质,质,质,质,2
3188,13281,2013/10/15,997,9,9,7,25,8,2013,5,大,大,大,大,奇,奇,奇,0,0,1,合,合,质,质,2
3189,13282,2013/10/16,901,9,0,1,10,15,2013,0,大,小,小,小,奇,偶,奇,0,0,1,合,他,他,他,9
3190,13283,2013/10/17,314,3,1,4,8,2,2013,8,小,小,小,大,奇,奇,偶,0,1,1,质,他,合,合,3
3191,13284,2013/10/18,854,8,5,4,17,9,2013,7,大,大,小,大,偶,奇,偶,2,2,1,合,质,合,质,4
3192,13285,2013/10/19,571,5,7,1,13,4,2013,3,大,大,小,小,奇,奇,奇,2,1,1,质,质,他,质,6
3193,13286,2013/10/20,247,2,4,7,13,0,2013,3,小,小,大,小,偶,偶,奇,2,1,1,质,合,质,质,5
3194,13287,2013/10/21,909,9,0,9,18,5,2013,8,大,小,大,大,奇,偶,奇,0,0,0,合,他,合,合,9
3195,13288,2013/10/22,926,9,2,6,17,1,2013,7,大,小,大,大,奇,偶,偶,0,2,0,合,质,合,质,7
3196,13289,2013/10/23,607,6,0,7,13,4,2013,3,大,小,大,小,偶,偶,奇,0,0,1,合,他,质,质,7
3197,13290,2013/10/24,663,6,6,3,15,2,2013,5,大,大,小,大,偶,偶,奇,0,0,0,合,合,质,质,3
3198,13291,2013/10/25,556,5,5,6,16,1,2013,6,大,大,大,大,奇,奇,偶,2,2,0,质,质,合,合,1
3199,13292,2013/10/26,949,9,4,9,22,6,2013,2,大,小,大,小,奇,偶,奇,0,1,0,合,合,合,质,5
3200,13293,2013/10/27,421,4,2,1,7,15,2013,7,小,小,小,大,偶,偶,奇,1,2,1,合,质,他,质,3
3201,13294,2013/10/28,732,7,3,2,12,5,2013,2,大,小,小,小,奇,奇,偶,1,0,2,质,质,质,质,5
3202,13295,2013/10/29,820,8,2,0,10,2,2013,0,大,小,小,小,偶,偶,偶,2,2,0,合,质,他,他,8
3203,13296,2013/10/30,557,5,5,7,17,7,2013,7,大,大,大,大,奇,奇,奇,2,2,1,质,质,质,质,2
3204,13297,2013/10/31,389,3,8,9,20,3,2013,0,小,大,大,小,奇,偶,奇,0,2,0,质,合,合,他,6
3205,13298,2013/11/1,337,3,3,7,13,7,2013,3,小,小,大,小,奇,奇,奇,0,0,1,质,质,质,质,4
3206,13299,2013/11/2,87,0,8,7,15,2,2013,5,小,大,大,大,偶,偶,奇,0,2,1,他,合,质,质,1
3207,13300,2013/11/3,192,1,9,2,12,3,2013,2,小,大,小,小,奇,奇,偶,1,0,2,他,合,质,质,8
3208,13301,2013/11/4,376,3,7,6,16,4,2013,6,小,大,大,大,奇,奇,偶,0,1,0,质,质,合,合,4
3209,13302,2013/11/5,316,3,1,6,10,6,2013,0,小,小,大,小,奇,奇,偶,0,1,0,质,他,合,他,5
3210,13303,2013/11/6,820,8,2,0,10,0,2013,0,大,小,小,小,偶,偶,偶,2,2,0,合,质,他,他,8
3211,13304,2013/11/7,14,0,1,4,5,5,2013,5,小,小,小,大,偶,奇,偶,0,1,1,他,他,合,质,3
3212,13305,2013/11/8,238,2,3,8,13,8,2013,3,小,小,大,小,偶,奇,偶,2,0,2,质,质,合,质,6
3213,13306,2013/11/9,120,1,2,0,3,10,2013,3,小,小,小,小,奇,偶,偶,1,2,0,他,质,他,质,2
3214,13307,2013/11/10,598,5,9,8,22,19,2013,2,大,大,大,小,奇,奇,偶,2,0,2,质,合,合,质,4
3215,13308,2013/11/11,257,2,5,7,14,8,2013,4,小,大,大,小,偶,奇,奇,2,2,1,质,质,质,合,5
3216,13309,2013/11/12,308,3,0,8,11,3,2013,1,小,小,大,小,奇,偶,偶,0,0,2,质,他,合,他,8
3217,13310,2013/11/13,873,8,7,3,18,7,2013,8,大,大,小,大,偶,奇,奇,2,1,0,合,质,质,合,5
3218,13311,2013/11/14,694,6,9,4,19,1,2013,9,大,大,小,大,偶,奇,偶,0,0,1,合,合,合,合,5
3219,13312,2013/11/15,469,4,6,9,19,0,2013,9,小,大,大,大,偶,偶,奇,1,0,0,合,合,合,合,5
3220,13313,2013/11/16,713,7,1,3,11,8,2013,1,大,小,小,小,奇,奇,奇,1,1,0,质,他,质,他,6
3221,13314,2013/11/17,700,7,0,0,7,4,2013,7,大,小,小,大,奇,偶,偶,1,0,0,质,他,他,质,7
3222,13315,2013/11/18,497,4,9,7,20,13,2013,0,小,大,大,小,偶,奇,奇,1,0,1,合,合,质,他,5
3223,13316,2013/11/19,832,8,3,2,13,7,2013,3,大,小,小,小,偶,奇,偶,2,0,2,合,质,质,质,6
3224,13317,2013/11/20,455,4,5,5,14,1,2013,4,小,大,大,小,偶,奇,奇,1,2,2,合,质,质,合,1
3225,13318,2013/11/21,780,7,8,0,15,1,2013,5,大,大,小,大,奇,偶,偶,1,2,0,质,合,他,质,8
3226,13319,2013/11/22,918,9,1,8,18,3,2013,8,大,小,大,大,奇,奇,偶,0,1,2,合,他,合,合,8
3227,13320,2013/11/23,388,3,8,8,19,1,2013,9,小,大,大,大,奇,偶,偶,0,2,2,质,合,合,合,5
3228,13321,2013/11/24,800,8,0,0,8,11,2013,8,大,小,小,大,偶,偶,偶,2,0,0,合,他,他,合,8
3229,13322,2013/11/25,157,1,5,7,13,5,2013,3,小,大,大,小,奇,奇,奇,1,2,1,他,质,质,质,6
3230,13323,2013/11/26,525,5,2,5,12,1,2013,2,大,小,大,小,奇,偶,奇,2,2,2,质,质,质,质,3
3231,13324,2013/11/27,169,1,6,9,16,4,2013,6,小,大,大,大,奇,偶,奇,1,0,0,他,合,合,合,8
3232,13325,2013/11/28,775,7,7,5,19,3,2013,9,大,大,大,大,奇,奇,奇,1,1,2,质,质,质,合,2
3233,13326,2013/11/29,331,3,3,1,7,12,2013,7,小,小,小,大,奇,奇,奇,0,0,1,质,质,他,质,2
3234,13327,2013/11/30,775,7,7,5,19,12,2013,9,大,大,大,大,奇,奇,奇,1,1,2,质,质,质,合,2
3235,13328,2013/12/1,901,9,0,1,10,9,2013,0,大,小,小,小,奇,偶,奇,0,0,1,合,他,他,他,9
3236,13329,2013/12/2,358,3,5,8,16,6,2013,6,小,大,大,大,奇,奇,偶,0,2,2,质,质,合,合,5
3237,13330,2013/12/3,893,8,9,3,20,4,2013,0,大,大,小,小,偶,奇,奇,2,0,0,合,合,质,他,6
3238,13331,2013/12/4,189,1,8,9,18,2,2013,8,小,大,大,大,奇,偶,奇,1,2,0,他,合,合,合,8
3239,13332,2013/12/5,726,7,2,6,15,3,2013,5,大,小,大,大,奇,偶,偶,1,2,0,质,质,合,质,5
3240,13333,2013/12/6,665,6,6,5,17,2,2013,7,大,大,大,大,偶,偶,奇,0,0,2,合,合,质,质,1
3241,13334,2013/12/7,439,4,3,9,16,1,2013,6,小,小,大,大,偶,奇,奇,1,0,0,合,质,合,合,6
3242,13335,2013/12/8,852,8,5,2,15,1,2013,5,大,大,小,大,偶,奇,偶,2,2,2,合,质,质,质,6
3243,13336,2013/12/9,166,1,6,6,13,2,2013,3,小,大,大,小,奇,偶,偶,1,0,0,他,合,合,质,5
3244,13337,2013/12/10,326,3,2,6,11,2,2013,1,小,小,大,小,奇,偶,偶,0,2,0,质,质,合,他,4
3245,13338,2013/12/11,549,5,4,9,18,7,2013,8,大,小,大,大,奇,偶,奇,2,1,0,质,合,合,合,5
3246,13339,2013/12/12,958,9,5,8,22,4,2013,2,大,大,大,小,奇,奇,偶,0,2,2,合,质,合,质,4
3247,13340,2013/12/13,414,4,1,4,9,13,2013,9,小,小,小,大,偶,奇,偶,1,1,1,合,他,合,合,3
3248,13341,2013/12/14,156,1,5,6,12,3,2013,2,小,大,大,小,奇,奇,偶,1,2,0,他,质,合,质,5
3249,13342,2013/12/15,254,2,5,4,11,1,2013,1,小,大,小,小,偶,奇,偶,2,2,1,质,质,合,他,3
3250,13343,2013/12/16,661,6,6,1,13,2,2013,3,大,大,小,小,偶,偶,奇,0,0,1,合,合,他,质,5
3251,13344,2013/12/17,110,1,1,0,2,11,2013,2,小,小,小,小,奇,奇,偶,1,1,0,他,他,他,质,1
3252,13345,2013/12/18,67,0,6,7,13,11,2013,3,小,大,大,小,偶,偶,奇,0,0,1,他,合,质,质,1
3253,13346,2013/12/19,767,7,6,7,20,7,2013,0,大,大,大,小,奇,偶,奇,1,0,1,质,合,质,他,1
3254,13347,2013/12/20,797,7,9,7,23,3,2013,3,大,大,大,小,奇,奇,奇,1,0,1,质,合,质,质,2
3255,13348,2013/12/21,566,5,6,6,17,6,2013,7,大,大,大,大,奇,偶,偶,2,0,0,质,合,合,质,1
3256,13349,2013/12/22,833,8,3,3,14,3,2013,4,大,小,小,小,偶,奇,奇,2,0,0,合,质,质,合,5
3257,13350,2013/12/23,52,0,5,2,7,7,2013,7,小,大,小,大,偶,奇,偶,0,2,2,他,质,质,质,3
3258,13351,2013/12/24,211,2,1,1,4,3,2013,4,小,小,小,小,偶,奇,奇,2,1,1,质,他,他,合,1
3259,13352,2013/12/25,454,4,5,4,13,9,2013,3,小,大,小,小,偶,奇,偶,1,2,1,合,质,合,质,1
3260,13353,2013/12/26,589,5,8,9,22,9,2013,2,大,大,大,小,奇,偶,奇,2,2,0,质,合,合,质,4
3261,13354,2013/12/27,997,9,9,7,25,3,2013,5,大,大,大,大,奇,奇,奇,0,0,1,合,合,质,质,2
3262,13355,2013/12/28,30,0,3,0,3,22,2013,3,小,小,小,小,偶,奇,偶,0,0,0,他,质,他,质,3
3263,13356,2013/12/29,800,8,0,0,8,5,2013,8,大,小,小,大,偶,偶,偶,2,0,0,合,他,他,合,8
3264,13357,2013/12/30,154,1,5,4,10,2,2013,0,小,大,小,小,奇,奇,偶,1,2,1,他,质,合,他,4
3265,13358,2013/12/31,988,9,8,8,25,15,2013,5,大,大,大,大,奇,偶,偶,0,2,2,合,合,合,质,1
3266,14001,2014/1/1,963,9,6,3,18,7,2014,8,大,大,小,大,奇,偶,奇,0,0,0,合,合,质,合,6
3267,14002,2014/1/2,375,3,7,5,15,3,2014,5,小,大,大,大,奇,奇,奇,0,1,2,质,质,质,质,4
3268,14003,2014/1/3,612,6,1,2,9,6,2014,9,大,小,小,大,偶,奇,偶,0,1,2,合,他,质,合,5
3269,14004,2014/1/4,929,9,2,9,20,11,2014,0,大,小,大,小,奇,偶,奇,0,2,0,合,质,合,他,7
3270,14005,2014/1/5,121,1,2,1,4,16,2014,4,小,小,小,小,奇,偶,奇,1,2,1,他,质,他,合,1
3271,14006,2014/1/6,344,3,4,4,11,7,2014,1,小,小,小,小,奇,偶,偶,0,1,1,质,合,合,他,1
3272,14007,2014/1/7,424,4,2,4,10,1,2014,0,小,小,小,小,偶,偶,偶,1,2,1,合,质,合,他,2
3273,14008,2014/1/8,134,1,3,4,8,2,2014,8,小,小,小,大,奇,奇,偶,1,0,1,他,质,合,合,3
3274,14009,2014/1/9,618,6,1,8,15,7,2014,5,大,小,大,大,偶,奇,偶,0,1,2,合,他,合,质,7
3275,14010,2014/1/10,416,4,1,6,11,4,2014,1,小,小,大,小,偶,奇,偶,1,1,0,合,他,合,他,5
3276,14011,2014/1/11,537,5,3,7,15,4,2014,5,大,小,大,大,奇,奇,奇,2,0,1,质,质,质,质,4
3277,14012,2014/1/12,902,9,0,2,11,4,2014,1,大,小,小,小,奇,偶,偶,0,0,2,合,他,质,他,9
3278,14013,2014/1/13,600,6,0,0,6,5,2014,6,大,小,小,大,偶,偶,偶,0,0,0,合,他,他,合,6
3279,14014,2014/1/14,535,5,3,5,13,7,2014,3,大,小,大,小,奇,奇,奇,2,0,2,质,质,质,质,2
3280,14015,2014/1/15,175,1,7,5,13,0,2014,3,小,大,大,小,奇,奇,奇,1,1,2,他,质,质,质,6
3281,14016,2014/1/16,982,9,8,2,19,6,2014,9,大,大,小,大,奇,偶,偶,0,2,2,合,合,质,合,7
3282,14017,2014/1/17,71,0,7,1,8,11,2014,8,小,大,小,大,偶,奇,奇,0,1,1,他,质,他,合,6
3283,14018,2014/1/18,21,0,2,1,3,5,2014,3,小,小,小,小,偶,偶,奇,0,2,1,他,质,他,质,1
3284,14019,2014/1/19,430,4,3,0,7,4,2014,7,小,小,小,大,偶,奇,偶,1,0,0,合,质,他,质,4
3285,14020,2014/1/20,182,1,8,2,11,4,2014,1,小,大,小,小,奇,偶,偶,1,2,2,他,合,质,他,7
3286,14021,2014/1/21,354,3,5,4,12,1,2014,2,小,大,小,小,奇,奇,偶,0,2,1,质,质,合,质,2
3287,14022,2014/1/22,603,6,0,3,9,3,2014,9,大,小,小,大,偶,偶,奇,0,0,0,合,他,质,合,6
3288,14023,2014/1/23,649,6,4,9,19,10,2014,9,大,小,大,大,偶,偶,奇,0,1,0,合,合,合,合,5
3289,14024,2014/1/24,224,2,2,4,8,11,2014,8,小,小,小,大,偶,偶,偶,2,2,1,质,质,合,合,2
3290,14025,2014/1/25,207,2,0,7,9,1,2014,9,小,小,大,大,偶,偶,奇,2,0,1,质,他,质,合,7
3291,14026,2014/1/26,107,1,0,7,8,1,2014,8,小,小,大,大,奇,偶,奇,1,0,1,他,他,质,合,7
3292,14027,2014/1/27,727,7,2,7,16,8,2014,6,大,小,大,大,奇,偶,奇,1,2,1,质,质,质,合,5
3293,14028,2014/1/28,440,4,4,0,8,8,2014,8,小,小,小,大,偶,偶,偶,1,1,0,合,合,他,合,4
3294,14029,2014/1/29,605,6,0,5,11,3,2014,1,大,小,大,小,偶,偶,奇,0,0,2,合,他,质,他,6
3295,14030,2014/2/7,405,4,0,5,9,2,2014,9,小,小,大,大,偶,偶,奇,1,0,2,合,他,质,合,5
3296,14031,2014/2/8,891,8,9,1,18,9,2014,8,大,大,小,大,偶,奇,奇,2,0,1,合,合,他,合,8
3297,14032,2014/2/9,266,2,6,6,14,4,2014,4,小,大,大,小,偶,偶,偶,2,0,0,质,合,合,合,4
3298,14033,2014/2/10,949,9,4,9,22,8,2014,2,大,小,大,小,奇,偶,奇,0,1,0,合,合,合,质,5
3299,14034,2014/2/11,518,5,1,8,14,8,2014,4,大,小,大,小,奇,奇,偶,2,1,2,质,他,合,合,7
3300,14035,2014/2/12,467,4,6,7,17,3,2014,7,小,大,大,大,偶,偶,奇,1,0,1,合,合,质,质,3
3301,14036,2014/2/13,104,1,0,4,5,12,2014,5,小,小,小,大,奇,偶,偶,1,0,1,他,他,合,质,4
3302,14037,2014/2/14,185,1,8,5,14,9,2014,4,小,大,大,小,奇,偶,奇,1,2,2,他,合,质,合,7
3303,14038,2014/2/15,291,2,9,1,12,2,2014,2,小,大,小,小,偶,奇,奇,2,0,1,质,合,他,质,8
3304,14039,2014/2/16,922,9,2,2,13,1,2014,3,大,小,小,小,奇,偶,偶,0,2,2,合,质,质,质,7
3305,14040,2014/2/17,901,9,0,1,10,3,2014,0,大,小,小,小,奇,偶,奇,0,0,1,合,他,他,他,9
3306,14041,2014/2/18,725,7,2,5,14,4,2014,4,大,小,大,小,奇,偶,奇,1,2,2,质,质,质,合,5
3307,14042,2014/2/19,363,3,6,3,12,2,2014,2,小,大,小,小,奇,偶,奇,0,0,0,质,合,质,质,3
3308,14043,2014/2/20,501,5,0,1,6,6,2014,6,大,小,小,大,奇,偶,奇,2,0,1,质,他,他,合,5
3309,14044,2014/2/21,354,3,5,4,12,6,2014,2,小,大,小,小,奇,奇,偶,0,2,1,质,质,合,质,2
3310,14045,2014/2/22,747,7,4,7,18,6,2014,8,大,小,大,大,奇,偶,奇,1,1,1,质,合,质,合,3
3311,14046,2014/2/23,584,5,8,4,17,1,2014,7,大,大,小,大,奇,偶,偶,2,2,1,质,合,合,质,4
3312,14047,2014/2/24,898,8,9,8,25,8,2014,5,大,大,大,大,偶,奇,偶,2,0,2,合,合,合,质,1
3313,14048,2014/2/25,861,8,6,1,15,10,2014,5,大,大,小,大,偶,偶,奇,2,0,1,合,合,他,质,7
3314,14049,2014/2/26,908,9,0,8,17,2,2014,7,大,小,大,大,奇,偶,偶,0,0,2,合,他,合,质,9
3315,14050,2014/2/27,424,4,2,4,10,7,2014,0,小,小,小,小,偶,偶,偶,1,2,1,合,质,合,他,2
3316,14051,2014/2/28,536,5,3,6,14,4,2014,4,大,小,大,小,奇,奇,偶,2,0,0,质,质,合,合,3
3317,14052,2014/3/1,32,0,3,2,5,9,2014,5,小,小,小,大,偶,奇,偶,0,0,2,他,质,质,质,1
3318,14053,2014/3/2,812,8,1,2,11,6,2014,1,大,小,小,小,偶,奇,偶,2,1,2,合,他,质,他,7
3319,14054,2014/3/3,725,7,2,5,14,3,2014,4,大,小,大,小,奇,偶,奇,1,2,2,质,质,质,合,5
3320,14055,2014/3/4,807,8,0,7,15,1,2014,5,大,小,大,大,偶,偶,奇,2,0,1,合,他,质,质,8
